City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,lazaro cardenas,17.9583,-102.2,27.4,76,79,3.17,MX,1718155617
359,bambanglipuro,-7.95,110.2833,26.88,80,100,2.11,ID,1718155617
360,mytilene,39.11,26.5547,24.95,53,3,1.04,GR,1718155617
361,bianzhuang,34.8486,118.0447,30.15,50,3,3.06,CN,1718155617
362,huatabampo,26.8333,-109.6333,38.21,15,4,9.96,MX,1718155617
363,tucurui,-3.7661,-49.6725,26.47,67,99,1.2,BR,1718155617
364,port saint john's,-31.6229,29.5448,16.24,50,100,3.21,ZA,1718155617
365,shamva,-17.3116,31.5756,7.52,85,1,1.25,ZW,1718155617
366,mount gambier,-37.8333,140.7667,11.19,60,100,3.68,AU,1718155617
367,sarakhs,36.5449,61.1577,29.55,23,0,2.76,IR,1718155617
368,dese,11.1333,39.6333,13.71,75,13,1.48,ET,1718155617
369,kyzyl-mazhalyk,51.1333,90.6,14.95,78,97,0.89,RU,1718155617
370,obo,5.3998,26.4869,20.52,99,100,1.5,CF,1718155617
371,tsiombe,-25.3,45.4833,18.09,88,100,5.13,MG,1718155618
372,mbandaka,0.0487,18.2603,23.68,63,100,0.46,CD,1718155618
373,yamada,39.4667,141.95,22.79,62,3,1.79,JP,1718155618
374,taoudenni,22.6783,-3.9836,35.71,12,0,7.94,ML,1718155618
375,dordrecht,51.81,4.6736,11.7,81,99,0.45,NL,1718155618
376,phan thiet,10.9333,108.1,29.94,67,40,3.81,VN,1718155618
377,labrador city,52.9463,-66.9114,15.1,43,75,1.54,CA,1718155618
378,minas de marcona,-15.2119,-75.1103,14.06,77,97,2.29,PE,1718155618
379,christchurch,-43.5333,172.6333,10.11,68,6,5.14,NZ,1718155338
380,alofi,-19.0595,-169.9187,26.94,74,75,6.69,NU,1718155618
381,camana,-16.6228,-72.7111,17.73,86,100,3.53,PE,1718155618
382,kujang-up,39.8672,126.0303,22.36,65,100,1.81,KP,1718155618
383,chipinge,-20.1883,32.6236,8.81,95,48,1.01,ZW,1718155331
384,verkhnevilyuysk,63.4453,120.3167,20.13,41,52,1.89,RU,1718155618
385,namibe,-15.1961,12.1522,19.77,79,0,2.02,AO,1718155618
386,kavieng,-2.5744,150.7967,26.49,89,100,6.73,PG,1718155391
387,senec,48.2195,17.4004,15.01,74,20,3.09,SK,1718155618
388,malmberget,67.1753,20.6549,6.31,87,75,2.57,SE,1718155618
389,trubchevsk,52.5798,33.7644,17.31,98,100,1.55,RU,1718155618
390,puerto rico,-26.796,-55.024,18.84,78,0,1.3,AR,1718155055
391,sake,-1.5736,29.045,15.74,95,9,0.5,CD,1718155618
392,beloyarskiy,63.7119,66.6722,13.89,72,100,1.34,RU,1718155619
393,kalabo,-14.97,22.6814,10.0,59,0,2.78,ZM,1718155619
394,dabola,10.75,-11.1167,22.91,92,100,1.91,GN,1718155619
395,tongchuanshi,35.0806,109.0897,30.25,27,88,2.19,CN,1718155619
396,severo-yeniseyskiy,60.3725,93.0408,16.99,65,88,0.45,RU,1718155619
397,fort mcmurray,56.7268,-111.381,19.77,48,75,3.6,CA,1718155619
398,meulaboh,4.1363,96.1285,25.79,89,100,1.28,ID,1718155619
399,guatire,10.4762,-66.5427,23.5,99,82,1.46,VE,1718155619
400,pishin,30.5803,66.9961,22.7,13,0,0.49,PK,1718155619
401,itoman,26.1247,127.6694,27.43,96,75,8.23,JP,1718155619
402,mariinsk,56.2139,87.7472,16.57,72,0,4.62,RU,1718155619
403,sitka,57.0531,-135.33,11.94,66,100,4.63,US,1718155619
404,plastun,44.7561,136.2939,15.19,75,53,2.58,RU,1718155619
405,ulsteinvik,62.3432,5.8487,9.86,80,100,2.24,NO,1718155620
406,akureyri,65.6835,-18.0878,4.96,93,100,1.03,IS,1718155620
407,la junta,37.985,-103.5438,29.16,30,0,6.17,US,1718155620
408,kloulklubed,7.0419,134.2556,31.28,71,63,2.2,PW,1718155620
409,adrar,20.5022,-10.0711,30.17,21,4,6.81,MR,1718155620
410,castillos,-34.1667,-53.8333,14.39,89,100,3.83,UY,1718155620
411,portland,45.5234,-122.6762,23.89,49,20,5.14,US,1718155620
412,tuban,-6.8976,112.0649,26.79,81,11,1.93,ID,1718155620
413,bansgaon,26.5586,83.3481,31.01,38,1,4.28,IN,1718155620
414,montecristi,-1.05,-80.6667,22.9,78,75,3.6,EC,1718155620
415,hammerfest,70.6634,23.6821,10.25,81,75,4.12,NO,1718155620
416,mbake,14.7903,-15.908,24.7,63,100,3.98,SN,1718155621
417,pisco,-13.7,-76.2167,17.03,88,100,1.54,PE,1718155443
418,sinabang,2.4803,96.3801,26.89,82,100,0.53,ID,1718155621
419,nuriootpa,-34.4833,139.0,15.86,61,3,3.57,AU,1718155621
420,pesaro,43.9036,12.8903,21.99,75,100,0.89,IT,1718155621
421,bedum,53.3008,6.6028,10.55,89,95,3.46,NL,1718155621
422,lompoc,34.6391,-120.4579,27.23,79,0,3.6,US,1718155594
423,patia,2.069,-77.0527,23.0,76,13,0.26,CO,1718155621
424,villa gesell,-37.2639,-56.973,13.36,86,100,3.97,AR,1718155621
425,majuro,7.0897,171.3803,27.98,83,100,2.57,MH,1718155621
426,berdigestyakh,62.0989,126.6992,21.21,30,61,3.63,RU,1718155621
427,kawalu,-7.3817,108.2082,24.5,89,100,1.21,ID,1718155621
428,mocimboa,-11.3167,40.35,20.33,74,5,5.17,MZ,1718155621
429,puerto deseado,-47.7503,-65.8938,7.93,86,99,3.13,AR,1718155523
430,mar del plata,-38.0023,-57.5575,13.38,91,0,8.05,AR,1718155400
431,narasannapeta,18.4167,84.05,29.46,83,93,3.33,IN,1718155621
432,atafu village,-8.5421,-172.5159,28.5,76,99,3.33,TK,1718155621
433,tolanaro,-25.0319,46.9987,18.04,94,40,5.14,MG,1718155621
434,kukawa,12.9234,13.5606,27.38,55,100,1.13,NG,1718155621
435,acajutla,13.5928,-89.8275,27.57,84,100,3.1,SV,1718155621
436,rongelap,11.1635,166.8941,28.11,82,55,8.86,MH,1718155622
437,wynyard,-41.0,145.7167,10.03,60,20,4.94,AU,1718155622
438,mournies,35.4764,24.0092,41.04,23,0,3.09,GR,1718155622
439,aykhal,66.0,111.5,20.44,38,62,3.41,RU,1718155622
440,poronaysk,49.2167,143.1167,7.62,96,100,3.12,RU,1718155622
441,kalmunai,7.4167,81.8167,27.16,79,100,3.48,LK,1718155622
442,boden,65.8252,21.6886,10.0,90,94,1.66,SE,1718155622
443,caleta de carquin,-11.0925,-77.6267,18.25,83,90,3.17,PE,1718155622
444,naze,28.3667,129.4833,23.51,95,100,9.21,JP,1718155363
445,rio verde de mato grosso,-18.9181,-54.8442,23.14,33,0,2.0,BR,1718155622
446,flying fish cove,-10.4217,105.6791,26.82,89,75,5.14,CX,1718155622
447,goyty,43.1642,45.6228,18.65,88,50,1.85,RU,1718155622
448,kish,26.5578,54.0194,30.15,84,0,0.0,IR,1718155622
449,larache,35.1932,-6.1557,18.44,84,8,2.07,MA,1718155622
450,pingyin,36.2831,116.4453,33.77,32,100,5.54,CN,1718155622
451,madang,-5.2246,145.7966,29.97,67,100,0.78,PG,1718155622
452,ust'-ilimsk,58.0006,102.6619,18.02,60,0,1.79,RU,1718155620
453,duong dong,10.2167,103.9667,31.0,70,20,4.12,VN,1718155623
454,saint-joseph,-21.3667,55.6167,21.21,84,100,7.24,RE,1718155623
455,tonnerre,47.8563,3.9737,6.02,92,0,1.0,FR,1718155623
456,pemba,-12.974,40.5178,21.28,74,0,7.25,MZ,1718155623
457,sandnessjoen,66.0217,12.6316,7.29,83,100,5.68,NO,1718155623
458,sur,22.5667,59.5289,31.26,51,0,3.72,OM,1718155623
459,ciudad rodrigo,40.6,-6.5333,13.76,68,0,1.14,ES,1718155623
460,yigo village,13.5361,144.8886,26.16,94,20,3.6,GU,1718155623
461,miri,4.4148,114.0089,32.08,66,20,0.0,MY,1718155623
462,nuuk,64.1835,-51.7216,3.34,100,100,12.35,GL,1718155440
463,zabol,32.25,67.25,20.27,15,0,0.7,AF,1718155623
464,bratsk,56.1325,101.6142,19.27,65,10,2.68,RU,1718155623
465,brigantine,39.4101,-74.3646,19.44,79,100,0.0,US,1718155466
466,bomi,7.2461,-11.5258,24.64,96,100,0.97,SL,1718155623
467,rabaul,-4.1967,152.1721,29.59,70,27,3.57,PG,1718155623
468,codo,-4.4553,-43.8856,24.49,71,65,1.2,BR,1718155623
469,marshall,34.3834,-86.3333,26.17,65,0,2.06,US,1718155623
470,jurm,36.8648,70.8342,17.81,52,0,1.38,AF,1718155623
471,bhiwandi,19.3,73.0667,27.92,74,46,1.89,IN,1718155624
472,nantucket,41.2835,-70.0995,17.22,77,5,2.24,US,1718155357
473,el porvenir,13.7617,-87.3458,25.63,93,100,1.05,HN,1718155624
474,nova sintra,14.8667,-24.7167,24.13,83,3,8.2,CV,1718155624
475,massenya,11.4039,16.1705,27.99,55,69,1.69,TD,1718155570
476,xining,36.6167,101.7667,15.99,55,100,1.35,CN,1718155624
477,nguigmi,14.2495,13.1092,27.31,56,85,3.14,NE,1718155624
478,karatau,43.1667,70.4667,20.99,48,2,2.75,KZ,1718155624
479,aral,40.5156,81.2636,26.79,27,41,1.75,CN,1718155624
480,horta,38.5333,-28.6333,17.23,87,90,2.68,PT,1718155624
481,el calafate,-50.3408,-72.2768,1.83,85,78,0.31,AR,1718155624
482,chanika,-5.4167,38.0167,14.65,88,74,1.33,TZ,1718155624
483,maharaganj,27.1333,83.5667,30.94,48,2,6.23,IN,1718155624
484,zhangye,38.9342,100.4517,25.79,25,100,2.08,CN,1718155624
485,bintulu,3.1667,113.0333,28.23,89,20,1.54,MY,1718155624
486,maun,-19.9833,23.4167,8.98,53,0,2.06,BW,1718155624
487,ivdel',60.6911,60.4206,16.77,68,100,1.34,RU,1718155624
488,monrovia,6.3005,-10.7969,25.87,88,100,4.21,LR,1718155624
489,hebi,35.8992,114.1925,35.08,20,7,1.7,CN,1718155624
490,north battleford,52.7834,-108.2847,23.05,38,0,5.14,CA,1718155624
491,dickinson,29.4608,-95.0513,31.1,76,75,0.0,US,1718155483
492,guerrero negro,27.9769,-114.0611,18.61,74,0,9.47,MX,1718155625
493,t'ongch'on-up,38.9539,127.8917,26.02,45,94,4.59,KP,1718155625
494,djibouti,11.5,42.5,30.45,41,10,1.62,DJ,1718155625
495,salerno,40.45,15.2667,18.15,79,100,1.79,IT,1718155625
496,i-n-salah,27.1935,2.4607,36.03,13,74,2.93,DZ,1718155625
497,torquay,50.4638,-3.5143,9.96,83,10,0.45,GB,1718155625
498,antsiranana,-12.2787,49.2917,23.84,74,100,2.83,MG,1718155625
499,mejit,10.2753,170.8646,28.07,82,18,9.76,MH,1718155625
500,mandalgovi,45.7625,106.2708,17.37,50,59,8.27,MN,1718155625
501,abu jibeha,11.4562,31.2285,26.44,66,34,1.88,SD,1718155625
502,bar-sur-aube,48.25,4.5833,6.35,93,0,0.68,FR,1718155625
503,dumas,35.8656,-101.9732,26.45,47,0,5.14,US,1718155625
504,goondiwindi,-28.55,150.3167,18.02,44,0,6.51,AU,1718155625
505,porto novo,6.4965,2.6036,24.84,91,69,1.83,BJ,1718155625
506,souillac,-20.5167,57.5167,23.21,78,40,5.66,MU,1718155625
507,vuokatti,64.146,28.2697,9.92,95,37,1.91,FI,1718155625
508,odacho-oda,35.1833,132.5,26.43,72,62,2.36,JP,1718155625
509,sabzevar,36.2126,57.6819,26.52,24,12,3.02,IR,1718155625
510,honcho,35.6931,139.9833,28.47,52,75,3.6,JP,1718155626
511,tangalle,6.024,80.7911,27.09,89,100,6.29,LK,1718155626
512,norman gardens,-23.3224,150.5393,24.55,70,0,4.63,AU,1718155626
513,masterton,-40.9597,175.6575,12.16,59,11,1.03,NZ,1718155626
514,watsa,3.0372,29.5355,17.13,99,100,0.78,CD,1718155626
515,novaya igirma,57.1334,103.9112,17.66,68,4,1.81,RU,1718155626
516,nyurba,63.2842,118.3319,20.11,50,84,2.18,RU,1718155626
517,greenville,35.6127,-77.3663,26.09,71,40,2.06,US,1718155537
518,novotroitsk,51.203,58.3266,15.39,65,0,2.12,RU,1718155626
519,aroma,15.8167,36.1333,28.8,45,100,5.03,SD,1718155513
520,port shepstone,-30.7414,30.455,15.65,47,100,2.6,ZA,1718155626
521,ulanhot,46.0833,122.0833,22.31,50,98,4.95,CN,1718155626
522,malvan,16.0667,73.4667,27.14,80,100,2.55,IN,1718155626
523,kangding,30.0513,101.9603,17.31,61,73,1.97,CN,1718155626
524,mangrol,21.1167,70.1167,29.55,71,100,5.23,IN,1718155626
525,arak,34.0917,49.6892,19.36,25,0,1.76,IR,1718155589
526,baijiantan,45.6333,85.1833,30.21,26,99,8.88,CN,1718155627
527,peace river,56.2501,-117.286,16.17,72,75,3.09,CA,1718155627
528,gaspe,48.8334,-64.4819,14.12,94,20,1.03,CA,1718155627
529,coahuayana de hidalgo,18.7,-103.6583,27.23,76,78,1.79,MX,1718155627
530,selfoss,63.9331,-20.9971,8.36,93,23,2.12,IS,1718155627
531,kandyagash,49.4744,57.4233,20.56,52,8,2.6,KZ,1718155627
532,marabba,12.35,32.1833,27.94,57,26,4.51,SD,1718155627
533,plettenberg bay,-34.0527,23.3716,14.8,87,0,2.52,ZA,1718155627
534,negreira,42.904,-8.7427,11.77,79,82,2.68,ES,1718155627
535,bucerias,20.75,-105.3333,27.21,78,100,3.09,MX,1718155627
536,"laikit, laikit ii (dimembe)",1.4792,124.9735,28.47,70,20,0.51,ID,1718155627
537,broome,42.2506,-75.833,15.95,89,100,2.06,US,1718155627
538,sosnovoborsk,56.1325,93.3589,15.9,63,0,2.22,RU,1718155627
539,chandler,33.3062,-111.8412,43.7,7,0,5.14,US,1718155332
540,jemna,33.5778,9.0147,25.63,59,100,9.13,TN,1718155627
541,reggane,26.7158,0.1714,36.81,12,4,4.26,DZ,1718155627
542,castlegar,49.2998,-117.6689,24.38,25,28,4.76,CA,1718155627
543,al qusayr,34.5091,36.5798,22.46,40,0,1.07,SY,1718155627
544,tianshui,34.5439,105.6897,24.54,44,82,1.0,CN,1718155627
545,homer,59.6425,-151.5483,12.11,70,100,4.47,US,1718155443
546,kidal,18.4411,1.4078,33.93,19,0,3.38,ML,1718155628
547,kill devil hills,36.0307,-75.676,21.66,83,40,3.6,US,1718155628
548,gangneung,37.7556,128.8961,30.31,40,9,0.63,KR,1718155628
549,la sarre,48.8002,-79.1996,13.57,80,0,2.59,CA,1718155546
550,chitipa,-9.7024,33.2697,11.92,95,77,2.49,MW,1718155628
551,barra da estiva,-13.6261,-41.3269,16.04,91,94,1.67,BR,1718155628
552,gitega,-3.5,29.95,14.04,78,6,1.31,BI,1718155628
553,constitucion,-35.3333,-72.4167,13.9,83,100,7.29,CL,1718155628
554,murzuq,25.9155,13.9184,31.55,12,0,4.54,LY,1718155628
555,malanje,-9.5402,16.341,13.28,49,6,1.98,AO,1718155628
556,darwin,-12.4611,130.8418,27.99,48,0,3.6,AU,1718155628
557,xinyuan,37.3,99.0,9.34,66,100,1.84,CN,1718155628
558,tari,12.4086,4.4914,26.82,69,100,4.38,NG,1718155628
559,maragogi,-9.0122,-35.2225,24.32,87,24,2.27,BR,1718155628
560,sao caetano de odivelas,-0.75,-48.02,23.56,97,96,2.41,BR,1718155628
561,taulaga,-11.0553,-171.0883,28.66,76,44,5.34,AS,1718155628
562,portoferraio,42.8115,10.3146,21.18,94,36,3.6,IT,1718155628
563,urucara,-2.5364,-57.76,23.87,97,44,0.97,BR,1718155628
564,anahuac,27.2333,-100.15,37.83,27,0,5.33,MX,1718155628
565,selsey,50.735,-0.7898,11.23,82,100,3.85,GB,1718155629
566,florida,28.7505,-82.5001,26.67,86,40,0.0,US,1718155367
567,kapuskasing,49.4169,-82.4331,20.05,42,75,2.06,CA,1718155629
568,luwingu,-10.2621,29.9271,9.15,83,92,2.2,ZM,1718155629
569,dunedin,-45.8742,170.5036,8.22,76,86,4.02,NZ,1718155629
570,fabens,31.5023,-106.1586,38.62,10,0,2.23,US,1718155629
571,holualoa,19.6228,-155.9522,26.42,81,100,5.14,US,1718155629
572,martuk,50.7475,56.5056,19.17,63,0,3.17,KZ,1718155629
